px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
101.14	16.5041	1.17564	-0.397283	0.0818289	101.204	16.5368	101.065	16.497	0.991362	-0.513687	1.05782
101.132	16.5044	1.15435	-0.408142	0.0730397	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.0999811
102.335	16.3497	1.18969	-0.104523	0.168545	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	1.15465
102.27	16.3413	1.11928	-0.136164	0.1523	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.2279
103.105	15.5093	0.98408	-0.598929	-0.100887	103.003	15.353	103.119	15.4967	1.11708	-0.508169	7.98115
103.074	15.5228	1.00551	-0.560322	-0.0674392	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.46989
104.056	15.2131	1.0417	-0.379405	0.0347758	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	1.37151
104.052	15.2094	1.08671	-0.363095	0.050087	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	1.20101
105.412	14.5124	1.45259	-0.457944	-0.00950367	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	4.11376
105.386	14.507	1.43348	-0.470376	-0.0148138	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.275591
106.786	14.0278	1.49103	-0.33601	0.0476027	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.587259
106.746	14.0207	1.48068	-0.345964	0.047147	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.02471
108.095	13.6456	1.43787	-0.251368	0.0678531	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0875124
108.116	13.6484	1.47968	-0.236849	0.0793132	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.225245
109.536	13.5428	1.44898	-0.044873	0.129192	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.268719
109.511	13.5374	1.43967	-0.0506742	0.127503	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.391073
111.034	12.7141	1.54529	-0.461906	-0.110009	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	5.91677
111.121	12.7451	1.65815	-0.414274	-0.0749347	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.32487
112.843	12.4364	1.73941	-0.205988	0.0521511	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	2.05922
112.854	12.4376	1.76624	-0.198263	0.0584377	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.12244
114.743	12.5055	1.85286	0.0805376	0.157899	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	1.43901
114.762	12.5097	1.85822	0.0848746	0.159575	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.24363
116.67	12.1798	1.89114	-0.100057	-4.04205e-05	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	2.47792
116.721	12.1926	1.97541	-0.0863509	0.0119527	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.816693
118.875	12.0047	2.15344	-0.0824179	0.00967137	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	1.02615
118.879	12.006	2.15889	-0.0812042	0.0105214	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.0165603
120.774	12.2491	1.95921	0.115544	0.0983615	120.695	12.2918	120.743	12.3289	2.21139	0.128528	1.91598
120.816	12.2495	2.02569	0.116596	0.0984738	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.50994
123.358	12.784	2.51028	0.280577	0.125551	123.568	12.8297	122.95	12.5114	2.29835	0.246599	7.84239
123.314	12.7837	2.4543	0.286641	0.130964	123.142	12.7694	122.95	12.5114	2.29835	0.246599	0.552794
125.103	12.8857	1.90603	0.17818	0.0225991	124.894	12.7743	125.242	12.8125	2.37624	0.369827	10.5387
125.205	12.9041	2.10255	0.170965	0.0164069	125.376	12.9964	125.242	12.8125	2.37624	0.369827	4.11497
127.695	13.3075	2.46511	0.159926	0.00350204	127.853	13.3273	127.609	13.2365	2.44434	0.495787	4.33341
127.674	13.3056	2.46853	0.159898	0.00254397	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.497402
129.979	13.6995	2.39562	0.170699	0.00661167	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.176805
130.033	13.7048	2.43421	0.169242	0.00607302	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.23271
132.16	14.4787	2.29472	0.349041	0.0924022	132.092	14.507	132.53	14.458	2.55028	0.74543	1.42165
132.236	14.4749	2.41413	0.329387	0.0737117	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.69929
134.934	15.0494	2.70358	0.214389	-0.0228809	135.074	15.0475	135.066	15.2513	2.58865	0.863795	3.84737
134.946	15.0488	2.69248	0.213627	-0.0222139	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.328621
137.537	16.163	2.78588	0.421637	0.0923761	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.46346
137.582	16.1587	2.8566	0.405193	0.0759439	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.619168
140.304	17.0322	2.87851	0.332536	-4.12656e-05	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.636388
140.319	17.0338	2.89966	0.329076	-0.00323213	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0760088
142.922	17.9953	2.82759	0.353498	0.0110862	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.203803
142.891	17.9911	2.82502	0.351602	0.00657496	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.843228
145.411	19.1485	2.80245	0.439463	0.0485468	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.211455
145.493	19.1515	2.89756	0.419996	0.0313175	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.84868
148.206	20.455	3.01439	0.46392	0.0369747	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.432176
148.198	20.4569	2.99567	0.469982	0.0435037	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.072349
150.698	22.0957	3.00512	0.611315	0.0940853	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.272801
150.715	22.0855	3.058	0.584835	0.0640408	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.81258
153.394	23.514	3.05662	0.504655	-0.0113375	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.660869
153.385	23.5129	3.0419	0.508834	-0.00684023	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.04473
156.05	24.8236	3.00824	0.447654	-0.0351848	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.106363
156.028	24.8227	2.95497	0.461309	-0.0199309	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.412509
158.85	26.023	3.06936	0.381272	-0.0515545	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.583741
158.88	26.0265	3.09287	0.377094	-0.0538953	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.333865
161.476	27.4128	2.9801	0.47421	0.0244047	161.412	27.4256	161.493	27.4891	2.65371	1.33344	1.16494
161.483	27.4179	2.96603	0.480878	0.0326314	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.27886
163.728	28.8013	2.72338	0.567915	0.0629854	163.625	28.7683	164.155	28.8064	2.64354	1.28825	2.06734
163.826	28.8077	2.83172	0.540226	0.0383203	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.52192
166.691	30.1752	3.12213	0.434114	-0.0388509	166.828	30.2062	166.809	30.0721	2.63006	1.22694	3.70243
166.666	30.1721	3.06709	0.4469	-0.0251916	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.403605
169.177	31.3986	2.87763	0.44382	-0.0135799	169.097	31.3717	169.452	31.2706	2.61238	1.15075	1.20908
169.184	31.3989	2.88497	0.442307	-0.0147012	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.0353806
172.094	32.3439	3.03675	0.282701	-0.0906889	172.175	32.3404	172.079	32.3873	2.58945	1.06126	1.50497
172.091	32.3407	2.99573	0.28539	-0.0866541	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.463515
174.707	33.442	2.87826	0.365879	-0.00104565	174.643	33.4625	174.685	33.4095	2.56021	0.960341	1.27698
174.668	33.4394	2.81634	0.374409	0.00746298	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.450987
177.098	34.2394	2.6354	0.321116	-0.0230889	177.03	34.2009	177.261	34.3262	2.52363	0.850119	1.13647
177.096	34.2386	2.6166	0.322874	-0.0209319	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.0896183
179.994	35.105	2.97143	0.271411	-0.0364208	180.145	35.1423	179.799	35.1289	2.47883	0.732949	4.17172
179.898	35.0883	2.81894	0.283469	-0.0257813	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.7636
182.597	35.7589	2.81846	0.227633	-0.0409677	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.0227328
182.502	35.7405	2.68562	0.233126	-0.0367466	182.047	36.2626	182.292	35.8114	2.42515	0.611338	2.62151
184.816	36.5094	2.50428	0.302087	0.016895	184.732	36.5155	184.73	36.37	2.36226	0.487877	1.39604
184.782	36.5067	2.42995	0.308852	0.023718	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.625449
186.988	36.9799	2.30853	0.223799	-0.0306815	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.774108
187.041	36.9899	2.36533	0.220747	-0.0325225	187.296	36.9375	187.103	36.804	2.29017	0.365145	0.859928
189.431	37.4063	2.43978	0.152544	-0.0499506	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.217538
189.443	37.4058	2.40784	0.149919	-0.0520593	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.882932
191.755	37.5771	2.35998	0.0473228	-0.0771644	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.138769
191.713	37.5646	2.29084	0.0405895	-0.0834871	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.565922
193.604	37.3116	1.99025	-0.154574	-0.141011	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	3.36533
193.61	37.3161	2.01263	-0.148085	-0.13454	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.107526
195.881	37.3438	2.21895	-0.025554	-0.0062998	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	3.4445
195.797	37.3267	2.09811	-0.0503371	-0.0254729	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	1.99428
197.757	37.6752	1.98962	0.156188	0.085023	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	1.46201
197.713	37.6673	1.94183	0.150355	0.0819178	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.593582
199.391	37.3825	1.70346	-0.0843989	-0.0675485	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	4.45777
199.382	37.3794	1.68918	-0.0867587	-0.0696168	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0266937
201.414	37.0204	2.00619	-0.225146	-0.0978144	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	3.29305
201.33	36.9915	1.89748	-0.263189	-0.126606	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	2.05909
202.997	36.4463	1.8105	-0.375567	-0.121345	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.235437
202.944	36.428	1.73975	-0.408415	-0.147588	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.854984
204.121	36.1065	1.33775	-0.39873	-0.0801474	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	4.98334
204.113	36.1016	1.38632	-0.384516	-0.0608899	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.82102
