px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.9686	-3.38716	-2.69071	-2.20558	0.0511286	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.96814
11.0557	-3.2273	-2.85099	-2.17777	0.0939814	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.388542
11.0911	-3.0816	-2.61489	-2.03804	0.546773	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.35571
11.1562	-2.9148	-2.72882	-1.98787	0.583311	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.194504
11.2089	-2.76545	-2.75421	-1.94063	0.622678	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.129243
11.2627	-2.59281	-2.85195	-1.8933	0.642901	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.127654
11.2007	-2.36912	-2.8748	-1.5401	1.68893	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	14.0725
11.1813	-2.2327	-2.80345	-1.44902	1.68825	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.0729638
11.2759	-2.30791	-1.36719	-1.72539	0.459279	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	25.7491
11.3107	-2.12081	-1.72594	-1.72013	0.373887	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	2.12052
11.3153	-2.00934	-1.77753	-1.66583	0.481377	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.721026
11.3368	-1.81062	-2.11921	-1.65063	0.447033	11.3326	-1.67041	11.35	-1.65	0	2.73033	1.50776
11.2728	-1.68658	-2.2188	-1.41148	1.10309	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	6.61515
11.2605	-1.48408	-2.54114	-1.36602	1.08353	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	1.22983
11.2162	-1.33003	-2.65085	-1.2777	1.16985	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0.248673
11.1689	-1.17799	-2.6979	-1.21515	1.16309	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.0443126
11.0481	-1.01344	-3.14242	-1.01272	1.61386	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	4.80586
10.9644	-0.81712	-3.34555	-0.965694	1.53807	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.608653
10.934	-0.695094	-2.73273	-1.02025	1.05759	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	6.1115
10.8563	-0.56169	-2.75223	-0.968362	1.04551	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.0102091
10.7594	-0.43754	-2.86022	-0.88801	1.13109	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.308698
10.6577	-0.331572	-2.82544	-0.81503	1.15214	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.0214232
10.4884	-0.210571	-3.38803	-0.655655	1.4877	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	4.22258
10.3395	-0.124959	-3.33418	-0.554717	1.52656	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.056976
10.2613	-0.0635931	-2.61097	-0.528021	1.30785	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	5.1262
10.1401	-0.0191408	-2.56112	-0.433295	1.35502	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.0787898
9.99327	0.0395267	-2.74135	-0.348738	1.39022	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.352621
9.85327	0.0638545	-2.7099	-0.247094	1.44064	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.0657905
9.70101	0.0923042	-2.77211	-0.16077	1.45642	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.0931353
9.55131	0.0787855	-2.7484	-0.0393718	1.53657	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.13664
9.39451	0.0867219	-2.80777	0.0352919	1.51574	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.0951895
9.24391	0.109942	-2.81083	0.0726301	1.42793	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.152055
9.09306	0.110264	-2.79343	0.1286	1.38515	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.146
8.9459	0.163986	-2.76368	0.0989293	1.1871	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.751316
8.85158	0.153626	-2.21249	0.1683	1.21437	8.90199	0.247143	8.85	0.25	-1.81847	0	2.70176
8.74017	0.187957	-2.17267	0.154821	1.0684	8.76016	0.263752	8.75	0.25	-1.81846	0	0.476111
8.52682	0.189172	-3.17696	0.138481	0.887318	8.46355	0.258809	8.55	0.25	-3.6326	0	9.06243
8.3574	0.202213	-3.15534	0.129877	0.781341	8.35367	0.252596	8.35	0.25	-3.6326	0	0.206656
8.20493	0.186873	-2.91374	0.166985	0.782194	8.05161	0.241868	8.2	0.25	-2.72841	0	0.859075
8.05145	0.199326	-2.88705	0.153468	0.677701	8.05411	0.247878	8.05	0.25	-2.72842	0	0.197253
7.90508	0.178428	-2.75202	0.187148	0.678201	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.350268
7.75692	0.145838	-2.759	0.225814	0.680602	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.010209
7.61312	0.108332	-2.82602	0.26088	0.669566	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.350225
7.46461	0.0564889	-2.8383	0.308685	0.690048	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.0166401
7.29649	0.0301616	-3.12228	0.290922	0.556779	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	1.13762
7.15329	0.00240532	-3.09501	0.294403	0.510753	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.0628031
7.06586	-0.0687734	-2.4249	0.404986	0.746313	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	4.93725
6.94819	-0.133986	-2.43506	0.458779	0.770176	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.016337
6.84543	-0.215347	-2.31656	0.545088	0.876952	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.290399
6.74429	-0.308223	-2.34943	0.625063	0.935004	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.120755
6.65754	-0.408149	-2.29776	0.723431	1.04255	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.282654
6.56302	-0.522202	-2.36761	0.811779	1.09761	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.155191
6.52562	-0.692309	-2.20237	1.07065	1.59733	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	2.89769
6.46808	-0.852896	-2.3639	1.20716	1.67652	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.569081
6.41393	-0.965911	-2.41207	1.22935	1.47644	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	1.04546
6.36747	-1.13911	-2.62469	1.32716	1.49104	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	1.01924
6.31563	-1.25235	-2.58287	1.30806	1.19963	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	1.40299
6.27773	-1.39524	-2.65546	1.36579	1.18802	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.113405
6.28155	-1.57153	-2.84984	1.52949	1.51659	6.24787	-1.61119	6.25	-1.6	0	-2.99288	1.93883
6.27034	-1.72914	-2.91276	1.59809	1.49965	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.112761
6.30414	-1.91476	-3.10305	1.7365	1.68288	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	0.77358
6.3424	-2.07122	-3.06954	1.83416	1.69653	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.0239086
6.3548	-2.16598	-2.42758	1.83953	1.34699	6.53066	-2.26346	6.35	-2.2	0	-2.72782	4.84066
6.38534	-2.30966	-2.47747	1.89907	1.31275	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0773009
6.39767	-2.43754	-2.25609	1.91018	1.12078	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.49758
6.40836	-2.61925	-2.43223	1.90055	0.963954	6.34287	-2.73391	6.35	-2.75	0	-3.63689	1.20786
6.4639	-2.79249	-2.77653	1.96268	1.03604	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	1.3225
6.49477	-2.98316	-2.9072	1.9548	0.901141	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.676357
6.53722	-3.14175	-2.86227	1.96539	0.80137	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.248045
6.57827	-3.31143	-2.92539	1.97142	0.726853	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.196094
6.63091	-3.46105	-2.83711	1.98571	0.650138	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.282323
6.67834	-3.62053	-2.87873	1.99383	0.597384	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.0981668
6.73559	-3.77374	-2.89494	2.01007	0.562812	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.0623814
6.78399	-3.93919	-2.94397	2.00664	0.497142	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0.136458
6.82942	-4.08105	-2.79785	2.00057	0.404173	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	0.400355
6.87954	-4.23602	-2.83216	1.99858	0.357755	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0.0623803
6.98491	-4.40419	-3.26088	2.07386	0.537081	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.19581
7.06456	-4.56114	-3.26291	2.09613	0.523787	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0.0191496
7.1237	-4.69543	-2.96514	2.09093	0.417159	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1.01379
7.18197	-4.8511	-2.98783	2.08233	0.357508	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0.149691
7.23134	-4.96423	-2.70332	2.07101	0.259252	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	0.902592
7.28807	-5.07418	-2.68366	2.08397	0.26131	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.108338
7.39104	-5.22172	-3.29734	2.1495	0.444985	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.05342
7.46961	-5.35998	-3.29488	2.16022	0.423699	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.0707064
7.50747	-5.4633	-2.54696	2.12259	0.225262	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	5.80014
7.57484	-5.57918	-2.53931	2.13265	0.221547	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.025693
7.6628	-5.71476	-2.9401	2.16427	0.29985	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.87568
7.75577	-5.84333	-2.93757	2.18738	0.312199	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.00525128
7.80086	-5.93989	-2.30579	2.15909	0.170587	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	3.76568
7.86632	-6.0456	-2.30636	2.16411	0.162643	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.00316572
7.96798	-6.18355	-2.84607	2.19767	0.249271	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.72588
8.05021	-6.32635	-2.87431	2.18743	0.204352	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.0792007
8.15984	-6.46885	-3.09838	2.21445	0.251713	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0.529554
8.25131	-6.61996	-3.12359	2.2048	0.207684	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.0577321
8.29668	-6.72397	-2.45415	2.16397	0.0546858	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	4.16173
8.35299	-6.84403	-2.45628	2.14271	0.0110618	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.0821742
8.42311	-6.96491	-2.58283	2.14118	0.019503	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.453571
8.47055	-7.11529	-2.62102	2.08784	-0.0791636	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.192029
8.57676	-7.26075	-3.06525	2.13308	0.062711	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	1.93395
8.65189	-7.42632	-3.10685	2.10389	0.00262955	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.131678
8.69117	-7.55165	-2.55564	2.03952	-0.182955	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	3.52163
8.76179	-7.66082	-2.53245	2.05163	-0.142687	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.0349443
8.86048	-7.80889	-3.04754	2.09352	0.0055508	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2.811
8.946	-7.94921	-3.0461	2.10088	0.018246	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.00749098
9.02438	-8.08895	-3.08036	2.09822	0.0122728	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.289995
9.08152	-8.23476	-3.09736	2.07038	-0.0399	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.0600566
9.09921	-8.35145	-2.40115	1.98636	-0.278558	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	5.33259
9.14953	-8.46519	-2.38902	1.97581	-0.269571	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.018185
9.2222	-8.60122	-2.68746	1.99512	-0.170447	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.917173
9.26619	-8.74736	-2.70854	1.9621	-0.213117	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.0364597
9.32727	-8.89095	-2.81647	1.96136	-0.178088	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.120641
9.36773	-9.04277	-2.83295	1.92859	-0.219275	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.0416462
9.43093	-9.18465	-3.02357	1.94512	-0.137932	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.433122
9.46293	-9.3455	-3.06603	1.90279	-0.202121	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.086533
9.50765	-9.49816	-3.00164	1.88144	-0.231596	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0651965
9.55387	-9.65199	-2.99853	1.86932	-0.230412	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.00137952
9.60055	-9.7951	-3.06067	1.86888	-0.197269	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.0839816
9.63564	-9.94306	-3.06779	1.85049	-0.212528	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.00912197
9.65455	-10.0713	-2.84788	1.80809	-0.311186	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.748863
9.71424	-10.1805	-2.78516	1.83785	-0.228624	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.163686
9.7266	-10.3024	-2.41349	1.78003	-0.374556	9.77731	-10.3295	9.75	-10.3	0	-2.72851	1.69558
9.75249	-10.4344	-2.42271	1.75974	-0.374448	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0224069
9.80788	-10.5954	-2.81344	1.79771	-0.201502	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.96179
9.84161	-10.7453	-2.81674	1.78881	-0.197799	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.00822804
9.84886	-10.8706	-2.61166	1.73853	-0.313013	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.598943
9.8556	-11.0153	-2.65513	1.70105	-0.353218	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0851124
9.87446	-11.147	-2.74955	1.70151	-0.294068	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.456412
9.86233	-11.3104	-2.82637	1.64368	-0.371735	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.190456
9.87952	-11.4573	-2.94718	1.65133	-0.289981	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.300085
9.8642	-11.6227	-3.00774	1.60274	-0.350209	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.100651
9.77598	-11.7471	-2.35694	1.39417	-0.893122	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	7.99559
9.75095	-11.8658	-2.33983	1.3502	-0.884061	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.0134581
9.73493	-11.9993	-2.43343	1.33876	-0.780289	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.421824
9.67689	-12.1398	-2.49129	1.26946	-0.823837	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.0824202
9.64756	-12.2776	-2.60107	1.27277	-0.678588	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.409672
9.57605	-12.432	-2.6891	1.20856	-0.722492	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.108455
9.46162	-12.5386	-2.45615	1.02065	-1.14871	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	2.79018
9.37568	-12.653	-2.48427	0.947588	-1.16456	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.0198926
9.22462	-12.738	-2.48549	0.711508	-1.67739	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	3.17032
9.08822	-12.831	-2.61187	0.599777	-1.71489	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.267127
8.9678	-12.9001	-2.58898	0.513597	-1.68111	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0.274991
8.841	-12.9648	-2.59087	0.42157	-1.68	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.000857491
8.76272	-13.0307	-2.33526	0.444713	-1.30814	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	2.23853
8.606	-13.1094	-2.49272	0.380301	-1.27332	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.314891
8.42609	-13.0968	-2.78315	0.118283	-1.91641	8.27267	-12.996	8.4	-13.15	-2.99683	0	7.19815
8.27261	-13.1211	-2.84797	0.0308829	-1.89653	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.0672053
8.20497	-13.1431	-2.14509	0.0495345	-1.44252	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	5.88934
8.02814	-13.1874	-2.34964	0.0127216	-1.34393	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.696303
7.89512	-13.1965	-2.3845	-0.0522159	-1.33393	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.442495
7.70515	-13.2198	-2.57513	-0.0798384	-1.23477	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.582183
7.5797	-13.2214	-2.5065	-0.111096	-1.14335	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.214937
7.40831	-13.2305	-2.65424	-0.128566	-1.06265	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.369357
7.24914	-13.1808	-2.89172	-0.254841	-1.2785	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.19498
7.07543	-13.1501	-2.95783	-0.304758	-1.23964	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.0664407
6.92947	-13.1169	-2.75975	-0.331092	-1.09971	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.848726
6.71935	-13.1078	-2.94324	-0.318096	-0.962732	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.634885
6.5745	-13.0578	-3.04314	-0.378854	-1.01867	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.352668
6.39682	-13.0206	-3.14378	-0.390975	-0.9465	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.192337
6.26136	-13.056	-2.36611	-0.255297	-0.355197	6.27012	-13.1139	6.25	-13.05	-1.81729	0	10.5749
6.13711	-13.0291	-2.36415	-0.271487	-0.350423	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.0204553
6.00074	-12.927	-2.90069	-0.441729	-0.815656	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	6.07125
5.86308	-12.8541	-2.89112	-0.493284	-0.827138	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.0108202
5.74113	-12.7964	-2.81579	-0.518674	-0.781605	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.127384
5.58919	-12.7399	-2.88898	-0.524854	-0.719377	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.125849
5.47328	-12.7024	-2.60311	-0.500808	-0.536002	5.45236	-12.7392	5.45	-12.7	-2.00001	1	1.35372
5.35834	-12.642	-2.60802	-0.525303	-0.531648	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.000629023
5.24088	-12.549	-2.86714	-0.603068	-0.687847	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	1.11635
5.13357	-12.4601	-2.85127	-0.65178	-0.713128	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.0385224
5.01787	-12.3742	-2.83394	-0.689294	-0.714032	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.608244
4.92302	-12.2643	-2.79381	-0.757928	-0.767929	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.0714276
4.79769	-12.1184	-3.4135	-0.847869	-0.941901	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	4.19571
4.71936	-11.977	-3.36876	-0.934143	-1.01514	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.11431
4.66128	-11.8779	-2.78724	-0.981772	-0.965803	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	3.44558
4.61106	-11.7548	-2.75995	-1.05945	-1.02161	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0688372
4.52221	-11.6114	-3.13385	-1.0983	-1.00611	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.40876
4.50363	-11.4581	-3.10065	-1.20941	-1.12193	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.30929
4.44743	-11.3016	-3.2213	-1.26255	-1.11243	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.23099
4.42854	-11.1424	-3.21779	-1.34955	-1.17241	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0791901
4.47013	-11.0186	-2.4787	-1.51859	-1.43117	4.43672	-11.0976	4.45	-11.05	0	1.8168	5.57693
4.4493	-10.9022	-2.44353	-1.56743	-1.37818	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.167449
4.41664	-10.7562	-2.7931	-1.56591	-1.19775	4.40556	-10.7068	4.45	-10.8	0	3.00139	1.5212
4.43066	-10.6248	-2.78305	-1.63534	-1.21634	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.106632
4.48457	-10.5177	-2.42029	-1.78471	-1.45437	4.44716	-10.5583	4.45	-10.55	0	2.00041	2.05315
4.48729	-10.4172	-2.36373	-1.82008	-1.38845	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.142876
4.48664	-10.2846	-2.59235	-1.80497	-1.1651	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	1.297
4.5366	-10.1528	-2.63141	-1.88168	-1.19691	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.0464156
4.53576	-9.9935	-2.90786	-1.81812	-0.849964	4.56608	-10.005	4.55	-10	0	2.72717	2.2564
4.57213	-9.84427	-2.89061	-1.85544	-0.833913	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.012281
4.63554	-9.70254	-2.80127	-1.93665	-0.933568	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.234543
4.71872	-9.55098	-2.86644	-2.01171	-0.974272	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.0730663
4.7271	-9.39426	-3.07296	-1.9206	-0.571555	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	2.57106
4.80791	-9.24296	-3.14186	-1.97186	-0.608105	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.101028
4.94269	-9.14337	-2.83714	-2.17451	-1.12929	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.82925
5.02575	-9.03149	-2.83265	-2.22951	-1.12691	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.000612182
5.01281	-8.90782	-2.81064	-2.05453	-0.424227	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	6.27802
5.10698	-8.76562	-2.91674	-2.09138	-0.445209	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.176888
5.22729	-8.67189	-2.67867	-2.23518	-0.825601	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	3.07567
5.33574	-8.55672	-2.71858	-2.29098	-0.842308	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0577733
5.36056	-8.43034	-2.71849	-2.16138	-0.296575	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	4.11301
5.47902	-8.29009	-2.88505	-2.19514	-0.322041	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.382374
5.5982	-8.19099	-2.80917	-2.31116	-0.654922	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	2.00473
5.71665	-8.07434	-2.89816	-2.35312	-0.669526	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.104054
5.7695	-7.95957	-2.81789	-2.26834	-0.287145	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	2.01994
5.85402	-7.86178	-2.78049	-2.28233	-0.287679	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0269191
5.94975	-7.75736	-2.78263	-2.30866	-0.331488	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.0849698
6.0442	-7.65412	-2.78609	-2.32436	-0.330237	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.00330431
6.15498	-7.54644	-2.79126	-2.35434	-0.36894	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.024865
6.25435	-7.44675	-2.74977	-2.37241	-0.366458	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.0216309
6.39697	-7.36158	-2.8438	-2.50411	-0.766403	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	3.08016
6.52963	-7.2658	-2.91842	-2.54354	-0.764757	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.0691674
6.66985	-7.18402	-2.94122	-2.60235	-0.819461	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0674997
6.78406	-7.12686	-2.82836	-2.6536	-0.841296	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.172459
6.82901	-7.047	-2.39315	-2.55648	-0.353924	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	4.92911
6.93783	-6.97218	-2.43473	-2.56968	-0.341236	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0274622
7.07034	-6.90759	-2.52199	-2.62742	-0.472097	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.517411
7.22229	-6.79727	-2.68893	-2.62645	-0.415204	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.431123
7.30779	-6.69348	-2.40753	-2.51185	0.0535353	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	3.7416
7.43593	-6.58609	-2.52282	-2.49063	0.0911711	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.171779
7.55428	-6.51685	-2.55818	-2.53519	-0.071202	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.387091
