px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.66069	-6.44784	-2.51321	-2.54593	-0.0832749	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.0262188
7.82306	-6.39921	-2.77178	-2.68217	-0.513803	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	3.17214
7.9525	-6.33909	-2.74184	-2.71388	-0.521051	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.0114186
8.00438	-6.26311	-2.28716	-2.61901	-0.122134	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	4.01744
8.11524	-6.18206	-2.36181	-2.60683	-0.0856224	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.11212
8.24124	-6.11096	-2.44964	-2.62607	-0.141915	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.208485
8.39092	-6.00657	-2.60477	-2.6058	-0.0831138	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.378605
8.50008	-5.93123	-2.59019	-2.59023	-0.0239126	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.0672936
8.62039	-5.84834	-2.64713	-2.58071	-0.00254332	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.0505548
8.76054	-5.79385	-2.80634	-2.65135	-0.22626	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	1.18424
8.90746	-5.69087	-2.939	-2.63445	-0.172911	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.258963
9.00958	-5.59375	-2.71536	-2.54547	0.153578	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	2.64056
9.13514	-5.48871	-2.80611	-2.51629	0.19392	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.129279
9.23997	-5.37126	-2.72239	-2.43757	0.403776	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	0.845753
9.35462	-5.25852	-2.7607	-2.40473	0.42181	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.0364274
9.45697	-5.14698	-2.74419	-2.36168	0.480276	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0.121695
9.55563	-5.04446	-2.72005	-2.33761	0.47614	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.0122936
9.67638	-4.98377	-2.81357	-2.43426	0.0831032	9.62802	-5.02338	9.65	-5	1.99604	0.998028	2.36131
9.76904	-4.91481	-2.72804	-2.44207	0.0626817	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.0911625
9.85156	-4.81837	-2.52832	-2.38075	0.269057	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	0.989313
9.94424	-4.73816	-2.47658	-2.37702	0.248389	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.0445078
10.0224	-4.63178	-2.37299	-2.30656	0.439576	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	0.696327
10.1219	-4.49751	-2.49179	-2.26019	0.482364	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.180831
10.2169	-4.39522	-2.54336	-2.27168	0.35257	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.325899
10.3166	-4.27124	-2.60956	-2.24669	0.363771	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.0794474
10.4101	-4.16674	-2.65889	-2.24443	0.316277	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.293942
10.5135	-4.01432	-2.83031	-2.20687	0.356265	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.366092
10.6388	-3.9158	-2.96614	-2.29527	0.0145782	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.02112
10.7414	-3.78108	-3.04024	-2.28222	0.0356085	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.081742
10.7549	-3.64433	-2.62966	-2.08825	0.686285	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	7.99312
10.8315	-3.48654	-2.77076	-2.03352	0.726423	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.270248
10.937	-3.42329	-2.71518	-2.18509	0.102688	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	5.80116
11.0253	-3.28489	-2.81209	-2.17115	0.116696	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.131675
11.0464	-3.16146	-2.53141	-2.03438	0.56637	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	4.03005
11.1171	-3.00119	-2.689	-1.98897	0.600035	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.36308
11.1183	-2.81308	-2.6873	-1.76193	1.24624	11.1386	-2.78926	11.15	-2.8	0	2.73104	6.2421
11.1412	-2.66049	-2.71147	-1.69084	1.2503	11.141	-2.65084	11.15	-2.65	0	2.73102	0.00727167
11.1514	-2.51752	-2.69175	-1.62419	1.24276	11.1042	-2.54354	11.15	-2.55	0	1.81785	0.0327834
11.1496	-2.40737	-2.56801	-1.55834	1.25072	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.204259
11.2501	-2.38181	-1.88937	-1.8139	0.168156	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	21.0033
11.3021	-2.1891	-2.23908	-1.82851	0.0960611	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	1.67361
11.3037	-2.07744	-2.14176	-1.74315	0.350177	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.2571
11.3324	-1.92083	-2.28116	-1.72612	0.349307	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.253468
11.3447	-1.78688	-2.31809	-1.67903	0.443305	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.25501
11.3622	-1.60428	-2.50947	-1.65058	0.454287	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.412686
11.29	-1.44278	-2.62399	-1.39907	1.16633	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	6.53617
11.2591	-1.27548	-2.71466	-1.33209	1.16957	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.100774
11.1616	-1.07757	-3.13716	-1.13588	1.59182	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	3.09226
11.0784	-0.926255	-3.13487	-1.04383	1.59846	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.0313489
11.0225	-0.81625	-2.86745	-1.01584	1.40772	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.08642
10.9455	-0.673581	-2.93478	-0.958763	1.37444	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.0834583
10.8325	-0.543121	-3.13101	-0.85361	1.50057	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	0.799338
10.7321	-0.400384	-3.20475	-0.801825	1.45079	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.124437
10.6453	-0.286869	-2.87346	-0.777835	1.25322	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	1.56114
10.5331	-0.218243	-2.77495	-0.676911	1.32096	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.197446
10.3898	-0.121205	-3.19345	-0.570854	1.48164	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	2.21949
10.2538	-0.0430319	-3.18754	-0.492696	1.48944	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.00316816
10.166	-0.000850748	-2.58037	-0.448032	1.34502	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	3.80281
10.0465	0.00728662	-2.5104	-0.331724	1.4411	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0.285487
9.91059	0.0503742	-2.66321	-0.250591	1.45879	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.64834
9.76613	0.0667548	-2.65525	-0.151502	1.49441	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.0513231
9.60657	0.0944039	-2.94513	-0.085044	1.48305	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0.833077
9.46136	0.121923	-2.9563	-0.0364673	1.43311	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.0587526
9.35513	0.103272	-2.30069	0.0706505	1.49007	9.22819	0.16178	9.35	0.15	-1.81963	0	4.23652
9.23414	0.111001	-2.29668	0.123455	1.43606	9.24456	0.139817	9.25	0.15	-1.81962	0	0.0703357
9.07838	0.128211	-2.76988	0.126569	1.28522	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	2.3021
8.94817	0.166625	-2.73863	0.107592	1.13187	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.554128
8.80226	0.168317	-2.88496	0.130574	1.06356	8.84168	0.257617	8.8	0.25	-2.99995	0	0.413625
8.66193	0.188584	-2.8656	0.124504	0.953555	8.65606	0.24536	8.65	0.25	-2.99994	0	0.253524
8.51509	0.182355	-2.90341	0.149764	0.909346	8.43549	0.247188	8.5	0.25	-2.99323	0	0.174186
8.36925	0.198114	-2.89174	0.139478	0.805363	8.34184	0.250769	8.35	0.25	-2.9932	0	0.25892
8.22862	0.185092	-2.75848	0.171776	0.789248	8.27073	0.243988	8.2	0.25	-2.73233	0	0.233498
8.07525	0.202616	-2.74647	0.151975	0.672608	8.03847	0.260731	8.05	0.25	-2.73234	0	0.343839
7.93205	0.185253	-2.87295	0.173084	0.64318	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.202288
7.78341	0.154394	-2.89557	0.208361	0.648571	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.136821
7.61671	0.132697	-3.11464	0.213184	0.579662	7.46173	0.143776	7.6	0.15	-2.99599	0	0.788981
7.4653	0.119506	-3.10191	0.212997	0.524656	7.45455	0.149294	7.45	0.15	-2.99596	0	0.0751066
7.37151	0.0683398	-2.37598	0.300215	0.692988	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.30912
7.25286	0.0387284	-2.35926	0.323756	0.665788	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.0312516
7.10442	-0.0051969	-2.75027	0.33004	0.567848	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	2.13724
6.95881	-0.0882314	-2.79757	0.401278	0.642436	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.194539
6.92685	-0.226197	-1.93599	0.65182	1.19347	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	9.64032
6.8468	-0.312648	-1.96778	0.742025	1.23797	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.0660549
6.67346	-0.320253	-2.78675	0.495402	0.396103	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	15.9854
6.55009	-0.443245	-2.91096	0.581209	0.512978	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.616688
6.50607	-0.627127	-2.3795	0.875403	1.19337	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	7.94702
6.43102	-0.776371	-2.49124	0.994617	1.28776	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.433701
6.38989	-0.94102	-2.5423	1.18231	1.59418	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	0.935412
6.34735	-1.09433	-2.65294	1.28819	1.62941	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.311956
6.27764	-1.20288	-2.57075	1.25862	1.2831	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	1.69264
6.23328	-1.37516	-2.70615	1.3368	1.27588	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.404845
6.28086	-1.60264	-3.01491	1.65346	2.04273	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	8.33697
6.3118	-1.75918	-2.98591	1.77193	2.05574	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.0655789
6.31699	-1.84027	-2.49052	1.78977	1.75497	6.34	-1.88987	6.35	-1.9	0	-2.99515	2.32969
6.34605	-1.98354	-2.56327	1.86786	1.71995	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.198632
6.36232	-2.09491	-2.18737	1.89483	1.4679	6.45002	-2.23466	6.35	-2.2	0	-2.72856	2.72142
6.38359	-2.25253	-2.31795	1.93131	1.36301	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.645127
6.43873	-2.41527	-2.5973	2.00327	1.38523	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.984548
6.48396	-2.58132	-2.69744	2.03421	1.28633	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.401493
6.47679	-2.68831	-1.98367	1.97167	0.868536	6.46538	-2.81029	6.45	-2.8	0	-2.72732	6.79812
6.49496	-2.84389	-2.11867	1.94879	0.724582	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.755622
6.55433	-3.01223	-2.67309	2.00637	0.849107	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	3.57598
6.58331	-3.21774	-2.84736	1.95638	0.659565	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.18681
6.62439	-3.3889	-2.86785	1.94307	0.549271	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0.484946
6.66063	-3.58577	-2.9979	1.91295	0.43359	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0.522173
6.69587	-3.74981	-2.92328	1.89418	0.322353	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	0.280543
6.73845	-3.92213	-2.97883	1.89028	0.28094	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0.0952134
6.76634	-4.06868	-2.80771	1.86682	0.162746	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	0.456667
6.81193	-4.22557	-2.83753	1.87087	0.151659	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0.084869
6.83293	-4.34111	-2.5801	1.84076	0.0171464	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	0.894077
6.88716	-4.45128	-2.54866	1.87035	0.0688007	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.228011
6.97665	-4.60808	-3.15853	1.97493	0.398214	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	5.66153
7.06281	-4.74427	-3.14626	2.02344	0.449893	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0.392436
7.1077	-4.8473	-2.73694	2.01703	0.332006	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	1.82874
7.19189	-4.9504	-2.70275	2.07216	0.404776	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.281384
7.25816	-5.07252	-2.60857	2.08945	0.38403	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.105445
7.32427	-5.21219	-2.64451	2.0935	0.349302	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0.0958623
7.4308	-5.36707	-3.30905	2.15807	0.516627	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	4.74934
7.52247	-5.51603	-3.33915	2.1734	0.494311	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.120237
7.56637	-5.61623	-2.69366	2.14587	0.323389	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.6357
7.63918	-5.72866	-2.69686	2.16194	0.322897	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.00300188
7.73558	-5.86876	-2.99976	2.19101	0.371529	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.06687
7.82704	-6.01627	-3.02814	2.19534	0.339959	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.0882112
7.87432	-6.11229	-2.35717	2.17118	0.202312	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	4.16967
7.94132	-6.23161	-2.38021	2.16608	0.171485	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.0538768
8.03712	-6.35578	-2.66188	2.19485	0.227377	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.75999
8.13367	-6.46261	-2.65597	2.22853	0.26595	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.0453519
8.24768	-6.59768	-2.96919	2.25917	0.313244	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0.967209
8.3407	-6.73225	-2.9806	2.25774	0.278649	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.0220107
8.42037	-6.84888	-2.69861	2.24926	0.216048	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0.918905
8.47947	-6.99997	-2.729	2.1969	0.0979006	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.241216
8.55648	-7.13012	-2.7143	2.18264	0.0589687	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.129628
8.59689	-7.30429	-2.76951	2.09726	-0.102604	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0.479779
8.67602	-7.43094	-2.89085	2.10434	-0.0664026	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.189301
8.7495	-7.55293	-2.89127	2.10438	-0.0603822	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.00319003
8.81715	-7.68617	-2.82669	2.08823	-0.0905071	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.103761
8.87283	-7.83776	-2.84989	2.05091	-0.149345	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.0652353
8.93253	-7.97345	-2.7839	2.02941	-0.181835	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.0712965
8.97355	-8.13536	-2.8241	1.97636	-0.259735	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.116068
9.03329	-8.27327	-2.81947	1.96614	-0.252013	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.0116656
9.11966	-8.38189	-2.76202	2.00631	-0.154844	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.18838
9.19596	-8.52041	-3.05281	2.02936	-0.0609882	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.05468
9.2512	-8.65869	-3.05487	2.01462	-0.082007	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.0329321
9.30772	-8.78977	-3.00944	2.00472	-0.0973586	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.132941
9.36254	-8.93426	-3.02719	1.9877	-0.120091	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.0205455
9.38789	-9.06203	-2.53747	1.92002	-0.304985	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	2.9518
9.43892	-9.17959	-2.51362	1.91849	-0.276911	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.0331566
9.49476	-9.31721	-2.68919	1.92366	-0.214376	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.390261
9.54155	-9.45412	-2.68821	1.91121	-0.215492	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.000660887
9.60278	-9.60289	-2.81848	1.91818	-0.164125	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.317237
9.65726	-9.74708	-2.82155	1.9146	-0.154669	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0199183
9.72605	-9.89992	-3.04335	1.93526	-0.0739773	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.05042
9.76608	-10.0471	-3.05538	1.91543	-0.102975	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.0253081
9.77283	-10.1768	-2.56192	1.83482	-0.320207	9.75497	-10.1932	9.75	-10.2	0	-2.72857	2.89692
9.77701	-10.3372	-2.61501	1.77126	-0.402932	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.137704
9.82415	-10.4857	-2.83898	1.79435	-0.272688	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.725039
9.85586	-10.6379	-2.84421	1.77946	-0.272706	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.00617818
9.85693	-10.7743	-2.56305	1.71021	-0.428874	9.86786	-10.8223	9.85	-10.8	0	-2.72846	1.02116
9.85817	-10.9252	-2.59658	1.66489	-0.467479	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.0350368
9.87123	-11.0703	-2.64991	1.64727	-0.440786	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.0405892
9.8574	-11.2308	-2.69907	1.59306	-0.493418	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.0679699
9.87663	-11.3774	-2.85706	1.61041	-0.371842	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.482046
9.86829	-11.5346	-2.90413	1.57457	-0.402752	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.0774897
9.83329	-11.6801	-2.65206	1.47522	-0.630018	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	1.45273
9.78373	-11.8448	-2.73004	1.40095	-0.698931	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.138648
9.73894	-11.9872	-2.6569	1.32553	-0.805151	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.201516
9.67798	-12.1398	-2.71485	1.25782	-0.844229	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.0599495
9.59435	-12.2677	-2.58991	1.12924	-1.08266	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	0.829776
9.54077	-12.3743	-2.5252	1.08248	-1.06239	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.0974201
9.4197	-12.4737	-2.4104	0.893705	-1.44387	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	2.0854
9.34343	-12.5596	-2.35889	0.82298	-1.43138	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.038532
9.22657	-12.6555	-2.41145	0.681567	-1.62524	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	0.965512
9.09025	-12.7475	-2.51387	0.575979	-1.64306	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.144235
9.03316	-12.8241	-2.29933	0.617345	-1.24393	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.92424
8.89391	-12.9166	-2.43423	0.545676	-1.23279	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.213647
8.78954	-12.9954	-2.4015	0.538298	-1.03012	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.773857
8.61617	-13.1019	-2.64198	0.486943	-1.00383	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.575664
8.43018	-13.1038	-2.81784	0.198942	-1.76738	8.43462	-13.263	8.4	-13.15	-2.72644	0	7.88937
8.26801	-13.1352	-2.85795	0.104598	-1.76115	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.0184437
8.12102	-13.1434	-2.88865	0.0110729	-1.77987	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0.0111504
7.96579	-13.1478	-2.92924	-0.0715871	-1.76411	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.0266655
7.88167	-13.1734	-2.27108	-0.0487075	-1.33178	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	6.00949
7.70302	-13.2033	-2.44649	-0.0754582	-1.22821	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.601901
7.53882	-13.1678	-2.80659	-0.21158	-1.47808	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	2.26026
7.37645	-13.1384	-2.84741	-0.281902	-1.45427	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.0287408
7.26053	-13.1326	-2.39734	-0.282343	-1.18865	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.57879
7.09545	-13.1204	-2.50651	-0.302735	-1.10052	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.255245
6.9629	-13.0914	-2.45911	-0.339833	-1.04067	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.207599
6.75958	-13.0887	-2.65605	-0.309507	-0.874523	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.836668
6.62875	-13.114	-2.16836	-0.208444	-0.438893	6.53838	-13.1322	6.55	-13.15	-1.81656	0	4.54962
6.48691	-13.1128	-2.23758	-0.195549	-0.374598	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.173277
6.35733	-13.0518	-2.49602	-0.302537	-0.624819	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	1.6077
6.1963	-13.025	-2.58472	-0.305755	-0.570452	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.129254
6.03663	-12.9055	-3.16977	-0.499767	-1.04799	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	5.76157
5.87109	-12.8297	-3.20949	-0.540121	-1.01751	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.0301332
5.74551	-12.7843	-2.78857	-0.529964	-0.810944	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.05109
5.58315	-12.726	-2.85838	-0.535779	-0.740815	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.135833
5.43999	-12.6265	-3.08673	-0.608654	-0.852035	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.680536
5.27184	-12.5419	-3.15457	-0.621484	-0.788396	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0.107963
5.13875	-12.4554	-3.03332	-0.645544	-0.728999	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.197056
5.02706	-12.3508	-2.99408	-0.704791	-0.765483	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.0413128
4.92352	-12.2634	-2.91855	-0.738458	-0.749065	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.20086
4.84316	-12.1551	-2.87583	-0.806075	-0.805856	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.0758694
4.77234	-12.0752	-2.51894	-0.836276	-0.74845	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	1.31963
4.72972	-11.9644	-2.46569	-0.925428	-0.845673	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.225556
4.60796	-11.8145	-3.17133	-0.966454	-0.877971	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.02161
4.53506	-11.6723	-3.1689	-1.03366	-0.920786	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.0944181
4.50048	-11.5856	-2.47301	-1.08482	-0.900999	4.53697	-11.5591	4.55	-11.55	0	1.99749	4.84254
4.49259	-11.462	-2.43809	-1.19306	-1.02001	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.29105
4.37988	-11.2756	-3.36894	-1.18188	-0.874618	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	7.90254
4.38253	-11.0794	-3.36388	-1.32367	-1.04794	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.522323
4.45304	-10.9593	-2.32574	-1.53375	-1.40437	4.39651	-10.8822	4.45	-10.95	0	1.81807	10.1241
4.45286	-10.8405	-2.31188	-1.60694	-1.39821	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.0387314
4.43232	-10.7013	-2.59094	-1.61874	-1.23538	4.493	-10.7885	4.45	-10.7	0	2.72865	1.09222
4.44421	-10.5608	-2.59335	-1.68545	-1.23304	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.00297131
4.44906	-10.4108	-2.72964	-1.71528	-1.13495	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.26503
4.46417	-10.2652	-2.71983	-1.76199	-1.10694	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0528977
4.49243	-10.12	-2.77324	-1.8063	-1.06015	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.115647
4.54299	-9.9677	-2.80332	-1.87542	-1.07876	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.0291982
4.58925	-9.81466	-2.85655	-1.91997	-1.03635	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.169251
